Invoice_ID,branch,city,customer_type,gender,product_line,unit_price,quantity,total,date,time,payment,payments_fee,gross_income,cost_price,unit_cost
799-71-1548,A,Yangon,Member,Male,Electronic accessories,81.61,4,326.44,2019-01-07,2024-12-18 16:11:00,Credit card,9.79,48.96,277.48,69.37
126-54-1082,A,Yangon,Member,Female,Home and lifestyle,22.62,9,203.58,2019-01-07,2024-12-18 11:44:00,Credit card,6.11,36.64,166.95000000000002,18.55
566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,50.37,7,352.59,2019-01-07,2024-12-18 20:52:00,Cash,0.0,88.15,264.46000000000004,37.78
526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,22.91,10,229.1,2019-01-07,2024-12-18 17:36:00,Cash,0.0,41.24,187.89999999999998,18.79
889-04-9723,B,Mandalay,Member,Female,Food and beverages,93.6,4,374.4,2019-01-07,2024-12-18 12:20:00,Credit card,11.23,44.93,329.48,82.37
541-48-8554,A,Yangon,Normal,Male,Sports and travel,64.0,9,576.0,2019-01-07,2024-12-18 12:08:00,Credit card,17.28,86.4,489.59999999999997,54.4
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,28.58,3,85.74,2019-01-07,2024-12-18 12:37:00,Cash,0.0,10.29,75.44999999999999,25.15
566-19-5475,B,Mandalay,Normal,Male,Clothes and accessories,10.01,7,70.07,2019-01-07,2024-12-18 21:02:00,Cash,0.0,4.91,65.17,9.31
109-28-2518,B,Mandalay,Member,Female,Clothes and accessories,56.14,5,280.7,2019-01-07,2024-12-18 15:02:00,Ewallet,0.52,19.65,261.05,52.21
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,33.32,9,299.88,2019-01-08,2024-12-18 16:17:00,Credit card,9.0,74.96,224.91,24.99
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,71.97,8,575.76,2019-01-08,2024-12-18 15:57:00,Ewallet,8.64,69.09,506.64,63.33
571-94-0759,B,Mandalay,Member,Female,Food and beverages,78.33,10,783.3,2019-01-08,2024-12-18 20:55:00,Cash,0.0,94.0,689.3000000000001,68.93
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,47.65,4,190.6,2019-01-08,2024-12-18 13:48:00,Credit card,5.72,34.31,156.28,39.07
750-57-9690,C,Naypyitaw,Normal,Female,Home and lifestyle,0.0,0,0.0,2019-01-08,2024-12-18 13:48:00,Credit card,0.0,0.0,0.0,17.17
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,13.42,1,13.42,2019-01-08,2024-12-18 14:11:00,Ewallet,0.2,3.36,10.06,10.06
674-15-9296,A,Yangon,Normal,Male,Sports and travel,39.0,5,195.0,2019-01-08,2024-12-18 13:05:00,Ewallet,2.92,29.25,165.75,33.15
387-49-4215,B,Mandalay,Member,Female,Sports and travel,50.93,3,152.79,2019-01-08,2024-12-18 12:50:00,Cash,0.0,22.92,129.87,43.29
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,54.48,7,381.35999999999996,2019-01-08,2024-12-18 20:08:00,Cash,0.0,95.35,286.02,40.86
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,51.56,2,103.12,2019-01-08,2024-12-18 12:58:00,Credit card,3.09,18.56,84.56,42.28
767-97-4650,B,Mandalay,Member,Female,Sports and travel,68.07,2,136.14,2019-01-08,2024-12-18 11:59:00,Credit card,4.08,20.42,115.72,57.86
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,58.35,3,175.05,2019-01-08,2024-12-18 11:42:00,Credit card,5.25,31.51,143.55,47.85
457-13-1708,B,Mandalay,Member,Male,Fashion accessories,68.49,10,684.9,2019-01-08,2024-12-18 19:07:00,Credit card,20.55,171.23,513.6999999999999,51.37
257-60-7754,A,Yangon,Normal,Female,Electronic accessories,52.74,4,210.96,2019-01-08,2024-12-18 17:12:00,Cash,0.0,31.65,179.32,44.83
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,76.52,9,688.68,2019-01-08,2024-12-18 19:38:00,Cash,0.0,82.65,606.0600000000001,67.34
840-76-5966,A,Yangon,Member,Male,Sports and travel,13.4,2,26.8,2019-01-08,2024-12-18 18:06:00,Ewallet,0.4,4.02,22.78,11.39
124-31-1458,A,Yangon,Member,Female,Electronic accessories,83.57,3,250.70999999999998,2019-01-08,2024-12-18 14:30:00,Cash,0.0,37.61,213.09,71.03
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,25.53,3,76.59,2019-01-08,2024-12-18 19:09:00,Credit card,2.3,9.19,67.38,22.46
490-95-0021,B,Mandalay,Member,Female,Food and beverages,34.87,10,348.7,2019-01-08,2024-12-18 14:25:00,Ewallet,5.23,41.85,306.90000000000003,30.69
192-98-7395,C,Naypyitaw,Normal,Male,Clothes and accessories,77.41,2,154.82,2019-01-08,2024-12-18 14:20:00,Ewallet,0.11,10.84,143.98,71.99
189-08-9153,C,Naypyitaw,Normal,Female,Clothes and accessories,14.2,9,127.8,2019-01-08,2024-12-18 16:19:00,Credit card,3.07,8.95,118.89000000000001,13.21
484-22-8237,C,Naypyitaw,Member,Female,Clothes and accessories,33.15,5,165.75,2019-01-08,2024-12-18 20:12:00,Cash,2.19,11.6,154.14999999999998,30.83
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,51.49,9,463.41,2019-01-09,2024-12-18 14:20:00,Credit card,13.9,115.86,347.58,38.62
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,100.21,10,1002.0999999999999,2019-01-09,2024-12-18 13:45:00,Cash,0.0,150.32,851.8000000000001,85.18
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,51.79,6,310.74,2019-01-09,2024-12-18 13:46:00,Ewallet,4.66,77.68,233.04000000000002,38.84
343-75-9322,B,Mandalay,Member,Female,Sports and travel,12.44,8,99.52,2019-01-09,2024-12-18 16:34:00,Cash,0.0,14.93,84.64,10.58
288-62-1085,A,Yangon,Member,Male,Fashion accessories,40.47,5,202.35,2019-01-09,2024-12-18 13:34:00,Ewallet,3.04,50.59,151.75,30.35
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,23.0,3,69.0,2019-01-09,2024-12-18 18:43:00,Ewallet,1.03,12.42,56.58,18.86
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,16.59,10,165.9,2019-01-09,2024-12-18 12:07:00,Cash,0.0,29.86,136.0,13.6
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,101.19,7,708.3299999999999,2019-01-09,2024-12-18 11:40:00,Cash,0.0,106.25,602.07,86.01
263-10-3917,C,Naypyitaw,Member,Male,Clothes and accessories,14.52,10,145.2,2019-01-09,2024-12-18 14:26:00,Credit card,7.01,10.16,135.0,13.5
370-96-0657,C,Naypyitaw,Normal,Female,Clothes and accessories,23.35,6,140.10000000000002,2019-01-09,2024-12-18 13:47:00,Ewallet,1.97,9.81,130.26,21.71
665-32-9167,A,Yangon,Member,Female,Health and beauty,38.08,2,76.16,2019-01-10,2024-12-18 17:15:00,Credit card,2.28,16.75,59.4,29.7
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,87.97,8,703.76,2019-01-10,2024-12-18 14:49:00,Cash,0.0,105.56,598.16,74.77
873-51-0671,A,Yangon,Member,Female,Sports and travel,23.08,7,161.56,2019-01-10,2024-12-18 16:42:00,Ewallet,2.42,24.23,137.34,19.62
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,82.3,6,493.79999999999995,2019-01-10,2024-12-18 14:16:00,Ewallet,7.41,88.88,404.93999999999994,67.49
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,78.53,5,392.65,2019-01-10,2024-12-18 11:34:00,Cash,0.0,58.9,333.75,66.75
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,83.85,7,586.9499999999999,2019-01-10,2024-12-18 10:33:00,Credit card,17.61,146.74,440.23,62.89
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,87.3,7,611.1,2019-01-10,2024-12-18 10:31:00,Credit card,18.33,91.66,519.4,74.2
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,14.47,4,57.88,2019-01-10,2024-12-18 11:10:00,Ewallet,0.87,8.68,49.2,12.3
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,53.01,9,477.09,2019-01-10,2024-12-18 17:16:00,Cash,0.0,57.26,419.84999999999997,46.65
241-11-2262,B,Mandalay,Normal,Female,Clothes and accessories,31.8,8,254.4,2019-01-10,2024-12-18 10:42:00,Credit card,7.23,17.81,236.56,29.57
746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,91.52,2,183.04,2019-01-11,2024-12-18 14:29:00,Credit card,5.49,27.46,155.58,77.79
478-06-7835,A,Yangon,Normal,Male,Fashion accessories,94.17,1,94.17,2019-01-11,2024-12-18 11:20:00,Ewallet,1.41,23.54,70.63,70.63
540-11-4336,A,Yangon,Normal,Male,Food and beverages,26.19,9,235.71,2019-01-11,2024-12-18 16:49:00,Credit card,7.07,28.28,207.35999999999999,23.04
289-15-7034,A,Yangon,Member,Male,Sports and travel,86.45,4,345.8,2019-01-11,2024-12-18 10:37:00,Credit card,10.37,51.87,293.92,73.48
732-67-5346,A,Yangon,Normal,Male,Food and beverages,14.48,5,72.4,2019-01-11,2024-12-18 19:07:00,Credit card,2.17,8.69,63.7,12.74
130-67-4723,A,Yangon,Member,Male,Food and beverages,50.93,6,305.58,2019-01-11,2024-12-18 13:57:00,Ewallet,4.58,36.67,268.86,44.81
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,38.61,7,270.27,2019-01-11,2024-12-18 20:10:00,Cash,0.0,32.43,237.85999999999999,33.98
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,101.35,6,608.0999999999999,2019-01-11,2024-12-18 11:52:00,Cash,0.0,109.45,498.65999999999997,83.11
478-06-7832,A,Yangon,Normal,Male,Clothes and accessories,27.89,3,83.67,2019-01-11,2024-12-18 11:23:00,Ewallet,0.71,5.86,77.82000000000001,25.94
381-20-0914,A,Yangon,Member,Female,Fashion accessories,21.01,9,189.09,2019-01-12,2024-12-18 15:48:00,Credit card,5.67,47.27,141.84,15.76
704-48-3927,A,Yangon,Member,Male,Electronic accessories,93.1,10,931.0,2019-01-12,2024-12-18 14:50:00,Ewallet,13.97,139.66,791.4,79.14
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,59.98,7,419.85999999999996,2019-01-12,2024-12-18 12:02:00,Credit card,12.59,62.97,356.85999999999996,50.98
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,60.08,2,120.16,2019-01-12,2024-12-18 17:13:00,Ewallet,1.8,26.44,93.72,46.86
296-11-7041,B,Mandalay,Member,Female,Health and beauty,28.42,1,28.42,2019-01-12,2024-12-18 20:07:00,Credit card,0.85,6.25,22.17,22.17
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,30.89,10,308.9,2019-01-12,2024-12-18 16:23:00,Ewallet,4.63,77.23,231.70000000000002,23.17
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,87.41,10,874.0999999999999,2019-01-12,2024-12-18 11:25:00,Credit card,26.22,218.53,655.6,65.56
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,102.38,10,1023.8,2019-01-12,2024-12-18 16:18:00,Ewallet,15.36,184.28,839.5,83.95
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,96.14,8,769.12,2019-01-12,2024-12-18 18:22:00,Ewallet,11.54,115.37,653.76,81.72
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,24.16,6,144.96,2019-01-12,2024-12-18 16:45:00,Ewallet,2.17,21.74,123.24,20.54
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,53.62,7,375.34,2019-01-12,2024-12-18 11:42:00,Cash,0.0,67.56,307.78999999999996,43.97
381-20-0912,A,Yangon,Member,Male,Clothes and accessories,15.29,9,137.60999999999999,2019-01-12,2024-12-18 15:48:00,Credit card,2.8,9.63,127.98,14.22
647-50-1223,A,Yangon,Normal,Male,Clothes and accessories,3.1,12,37.2,2019-01-12,2024-12-18 16:27:00,Ewallet,2.15,2.61,34.56,2.88
852-62-7101,B,Mandalay,Normal,Male,Clothes and accessories,6.43,12,77.16,2019-01-12,2024-12-18 11:30:00,Credit card,11.92,5.4,71.76,5.98
556-86-3147,A,Yangon,Member,Female,Clothes and accessories,43.12,2,86.24,2019-01-12,2024-12-18 19:39:00,Cash,1.18,6.04,80.2,40.1
667-23-5913,A,Yangon,Normal,Female,Clothes and accessories,37.73,4,150.92,2019-01-12,2024-12-18 12:58:00,Ewallet,2.09,10.56,140.36,35.09
359-90-3663,B,Mandalay,Normal,Female,Clothes and accessories,140.77,3,422.31000000000006,2019-01-12,2024-12-18 18:10:00,Credit card,10.81,29.56,392.76,130.92
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,43.73,10,437.29999999999995,2019-01-13,2024-12-18 17:04:00,Credit card,13.12,65.6,371.70000000000005,37.17
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,78.0,1,78.0,2019-01-13,2024-12-18 19:30:00,Cash,0.0,19.5,58.5,58.5
459-50-7686,A,Yangon,Normal,Male,Electronic accessories,24.63,6,147.78,2019-01-13,2024-12-18 19:14:00,Ewallet,2.22,22.17,125.64000000000001,20.94
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,62.86,2,125.72,2019-01-13,2024-12-18 14:55:00,Ewallet,1.89,31.43,94.28,47.14
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,76.01,2,152.02,2019-01-13,2024-12-18 19:55:00,Credit card,4.56,18.24,133.78,66.89
327-40-9673,B,Mandalay,Member,Male,Sports and travel,76.23,6,457.38,2019-01-13,2024-12-18 19:51:00,Cash,0.0,68.61,388.79999999999995,64.8
460-93-5834,A,Yangon,Normal,Male,Sports and travel,47.86,7,335.02,2019-01-13,2024-12-18 10:03:00,Cash,0.0,50.25,284.76,40.68
397-25-8725,A,Yangon,Member,Female,Health and beauty,41.6,9,374.40000000000003,2019-01-13,2024-12-18 17:54:00,Credit card,11.23,82.37,292.05,32.45
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,22.09,4,88.36,2019-01-13,2024-12-18 13:58:00,Cash,0.0,10.6,77.76,19.44
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,85.06,3,255.18,2019-01-13,2024-12-18 12:55:00,Credit card,7.66,45.93,209.25,69.75
195-06-0437,A,Yangon,Member,Male,Home and lifestyle,80.0,15,1200.0,2019-01-13,2024-12-18 13:00:00,Credit card,0.0,216.0,983.9999999999999,65.6
339-38-9981,B,Mandalay,Member,Male,Clothes and accessories,57.51,2,115.02,2019-01-13,2024-12-18 15:02:00,Ewallet,0.96,8.05,106.96,53.48
437-58-8131,C,Naypyitaw,Member,Female,Clothes and accessories,17.45,2,34.9,2019-01-13,2024-12-18 13:42:00,Ewallet,0.52,2.44,32.46,16.23
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,64.48,7,451.36,2019-01-14,2024-12-18 10:02:00,Cash,0.0,67.7,383.67,54.81
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,76.71,7,536.9699999999999,2019-01-14,2024-12-18 19:06:00,Credit card,16.11,64.44,472.57000000000005,67.51
667-23-5919,A,Yangon,Member,Female,Fashion accessories,101.54,5,507.70000000000005,2019-01-14,2024-12-18 12:52:00,Ewallet,7.62,126.92,380.75,76.15
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,104.67,5,523.35,2019-01-14,2024-12-18 12:09:00,Cash,0.0,62.8,460.55,92.11
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,33.36,4,133.44,2019-01-14,2024-12-18 14:43:00,Ewallet,2.0,16.01,117.44,29.36
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.99,4,75.96,2019-01-14,2024-12-18 18:03:00,Credit card,2.28,18.99,56.96,14.24
588-47-8641,A,Yangon,Member,Male,Fashion accessories,58.84,10,588.4000000000001,2019-01-14,2024-12-18 19:30:00,Ewallet,8.83,147.11,441.3,44.13
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,36.55,1,36.55,2019-01-14,2024-12-18 10:11:00,Credit card,1.1,5.48,31.07,31.07
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,89.07,1,89.07,2019-01-14,2024-12-18 15:20:00,Ewallet,1.34,10.69,78.38,78.38
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,63.49,3,190.47,2019-01-14,2024-12-18 10:55:00,Credit card,5.71,41.91,148.56,49.52
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,18.64,1,18.64,2019-01-14,2024-12-18 10:38:00,Cash,0.0,4.1,14.54,14.54
